--------- beginning of main
04-07 17:50:44.084 19867 19867 E llm_bench: createInstance(64bit) : createExtendedFactory
04-07 17:50:44.087 19867 19867 E llm_bench: createInstance(64bit) : createExtendedFactory
04-07 17:50:44.087 19867 19867 E llm_bench: Opened libinputextensionsimpl.so
04-07 17:50:44.087 19867 19867 E llm_bench: Opened libinputextensionsimpl.so
04-07 17:50:44.087 19867 19867 E libEGL  : No entry found in platform lookup table for eglSurfaceAttribMTK
04-07 17:50:44.088 19867 19867 D ExtensionsLoader: createInstance(64bit) : createExtendedFactory
04-07 17:50:44.088 19867 19867 D ExtensionsLoader: Opened libguiextimpl.so
04-07 17:50:44.098 19867 19867 D OplusUtils: OplusUtils [89]: 
04-07 17:50:44.101 19867 19867 E MNNJNI  : Can't open file:/sys/devices/system/cpu/cpufreq/boost/affected_cpus
04-07 17:50:44.102 19867 19867 I MNNJNI  : CPU Group: [ 0  1 ], 364800 - 2265600
04-07 17:50:44.102 19867 19867 I MNNJNI  : CPU Group: [ 5  6 ], 499200 - 2956800
04-07 17:50:44.102 19867 19867 I MNNJNI  : CPU Group: [ 2  3  4 ], 499200 - 3148800
04-07 17:50:44.102 19867 19867 I MNNJNI  : CPU Group: [ 7 ], 480000 - 3302400
04-07 17:50:44.102 19867 19867 W libc    : Access denied finding property "ro.hardware.chipname"
04-07 17:50:44.102 19867 19867 I MNNJNI  : (last_midr & (CPUINFO_ARM_MIDR_IMPLEMENTER_MASK | CPUINFO_ARM_MIDR_PART_MASK))=0x 4100d820 in _getInfoArm, 1234 
04-07 17:50:44.102 19867 19867 I MNNJNI  : The device supports: i8sdot:1, fp16:1, i8mm: 1, sve2: 0, sme2: 0
04-07 17:50:44.102 19867 19867 I MNNJNI  : DEBUG: CPURuntime::CPURuntime called. cpuMask=0 (Hex: 0x0)
04-07 17:50:44.102 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=0 (Hex: 0x0)
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AECS] Device=OnePlus/PKG110/OP5D2BL1:15/UKQ1.231108.001/V.46ea308-2771c91-2776590:user/release-keys, prefill order=7,6,5,4,3,2,1,0, decode stage1 order=7,6,5,4,3,2
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Initialized. Default(threads=1, affinity=0x0) Prefill(policy=dynamic, static=0.00, target_chunks=60, threads=1, affinity=0x0) Decode(policy=dynamic, static=0.00, target_chunks=2, threads=1, affinity=0x0)
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Core capacities set to: [
04-07 17:50:44.103 19867 19867 I MNNJNI  : 379:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 379:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 923:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 923:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 923:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 867:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 867:
04-07 17:50:44.103 19867 19867 I MNNJNI  : 1024
04-07 17:50:44.103 19867 19867 I MNNJNI  : ]
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Prefill tuning updated: policy=dynamic, static_ratio=0.00, target_chunks=60, min_chunk=32
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Decode tuning updated: policy=dynamic, static_ratio=0.00, target_chunks=4, min_chunk=1
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Default execution updated: threads=6, affinity=0xFC
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Prefill execution updated: threads=6, affinity=0xFC
04-07 17:50:44.103 19867 19867 I MNNJNI  : [AutoTuner] Decode execution updated: threads=4, affinity=0x9C
04-07 17:50:44.106 19867 19867 I MNNJNI  : Binding to CPU Core IDs: [2,3,4,5,6,7]
04-07 17:50:44.106 19867 19867 I MNNJNI  : Llm::initRuntime (Path B): pool_threads=6, merged_cpu_ids=6, cpuMask=0xfc
04-07 17:50:44.106 19867 19867 I MNNJNI  : DEBUG: Force Creating Runtime via Executor. cpuMask = 0xfc
04-07 17:50:44.106 19867 19867 I MNNJNI  : DEBUG: CPURuntime::CPURuntime called. cpuMask=252 (Hex: 0xfc)
04-07 17:50:44.250 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=252 (Hex: 0xfc)
04-07 17:50:44.253 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=252 (Hex: 0xfc)
04-07 17:50:44.253 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=0 (Hex: 0x0)
04-07 17:50:44.349  1914  1958 D BatteryChargeControl: bcc get no support from charging protocol
04-07 17:50:44.522 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=252 (Hex: 0xfc)
04-07 17:50:44.522 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=0 (Hex: 0x0)
04-07 17:50:44.522 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=252 (Hex: 0xfc)
04-07 17:50:44.522 19867 19867 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=0 (Hex: 0x0)
04-07 17:50:44.649  3192  4344 D FusionLightNextGen: process end reported = 1, mode: 0, lux 56.4, cct -1.0, r/g/b/c: 2364.1/1459.9/622.3/4314.9, R/G/B: 0.0/0.0/0.0, bri 0.0, match 1.00, ir 0.015228, conf 0.0, ts 8601483056042971
