run_label	package_name	remote_dir	threads	prefill_ids	decode_ids	policy	prefill_static	decode_static	prefill_chunks	decode_chunks	prefill_tok_s	prefill_tok_s_stdev	decode_tok_s	decode_tok_s_stdev	prefill_sched	decode_sched	log_file	trace_file
20260326_152947_mnn_aecs_run_20260326_144547	mnn_aecs_run_20260326_144547	/data/local/tmp/mnn_aecs_run_20260326_144547	1	none	none	dynamic	auto	auto	auto	auto	232.418	0.000	58.237	0.000	03-26 15:29:55.596 8803 8803 I MNNJNI : [llm_bench][sched][PREFILL] policy=dynamic ops=0 total=0 static=0 dynamic=0 avg_step=0 avg_target_chunks=0 theo_chunks=0 actual_chunks=0 last={total=0,static=0,dynamic=0,step=1,target=0,threads=1,min=1} static_loads=[0:931792] dynamic_loads=[] latency_us=137683 tok_s=232.418	03-26 15:29:55.596 8803 8803 I MNNJNI : [llm_bench][sched][DECODE] policy=dynamic ops=0 total=0 static=0 dynamic=0 avg_step=0 avg_target_chunks=0 theo_chunks=0 actual_chunks=0 last={total=0,static=0,dynamic=0,step=1,target=0,threads=1,min=1} static_loads=[] dynamic_loads=[] latency_us=274741 tok_s=58.237	/home/hefeng/MNN_WSL2/perfetto_traces/20260326/20260326_152947_mnn_aecs_run_20260326_144547/logs/152948_1T_Pnone_Dnone_poldynamic_psauto_dsauto_pcauto_dcauto.log	-
