run_label	package_name	remote_dir	threads	prefill_ids	decode_ids	policy	prefill_static	decode_static	prefill_chunks	decode_chunks	prefill_tok_s	prefill_tok_s_stdev	decode_tok_s	decode_tok_s_stdev	prefill_sched	decode_sched	log_file	trace_file
bestbind_dynamic_baseline	mnn_aecs_run_20260326_144547	/data/local/tmp/mnn_aecs_run_20260326_144547	6	2,3,4,5,6,7	7	dynamic	auto	auto	auto	auto	506.506	0.586	44.123	0.179	03-26 14:48:24.876 8302 8302 I MNNJNI : [llm_bench][sched][PREFILL] policy=dynamic ops=0 total=0 static=0 dynamic=0 avg_step=0 avg_target_chunks=0 theo_chunks=0 actual_chunks=0 last={total=0,static=0,dynamic=0,step=1,target=0,threads=1,min=1} static_loads=[0:14252,1:14252,2:14252,3:14252,4:14252,5:13476] dynamic_loads=[] latency_us=1010193 tok_s=506.834	03-26 14:48:27.915 8302 8302 I MNNJNI : [llm_bench][sched][DECODE] policy=dynamic ops=21633 total=7316016 static=1228638 dynamic=6087378 avg_step=1 avg_target_chunks=2 theo_chunks=6087378 actual_chunks=6087378 last={total=18992,static=3166,dynamic=15826,step=1,target=2,threads=1,min=1} static_loads=[0:1266654] dynamic_loads=[0:6087378] latency_us=2910233 tok_s=43.983	/home/hefeng/MNN_WSL2/perfetto_traces/20260326/bestbind_dynamic_baseline/logs/144803_6T_P2_3_4_5_6_7_D7_poldynamic_psauto_dsauto_pcauto_dcauto.log	-
bestbind_dynamic_baseline	mnn_aecs_run_20260326_144547	/data/local/tmp/mnn_aecs_run_20260326_144547	6	2,3,4,5,6,7	6,7	dynamic	auto	auto	auto	auto	507.220	0.690	39.415	0.148	03-26 14:48:43.507 8319 8319 I MNNJNI : [llm_bench][sched][PREFILL] policy=dynamic ops=0 total=0 static=0 dynamic=0 avg_step=0 avg_target_chunks=0 theo_chunks=0 actual_chunks=0 last={total=0,static=0,dynamic=0,step=1,target=0,threads=1,min=1} static_loads=[0:14252,1:14252,2:14252,3:14252,4:14252,5:13476] dynamic_loads=[] latency_us=1009441 tok_s=507.211	03-26 14:48:46.884 8319 8319 I MNNJNI : [llm_bench][sched][DECODE] policy=dynamic ops=21801 total=7354032 static=2457276 dynamic=4896756 avg_step=1.42824 avg_target_chunks=4 theo_chunks=4859412 actual_chunks=4859412 last={total=18992,static=6332,dynamic=12660,step=1,target=4,threads=2,min=1} static_loads=[0:1228638,1:1228638] dynamic_loads=[0:2595461,1:2301295] latency_us=3236785 tok_s=39.545	/home/hefeng/MNN_WSL2/perfetto_traces/20260326/bestbind_dynamic_baseline/logs/144822_6T_P2_3_4_5_6_7_D6_7_poldynamic_psauto_dsauto_pcauto_dcauto.log	-
